,CODE_COMMUNE,LIBL_COMMUNE,NOM_EPCI,NOM_CANTON,TOTAL,TOTAL_FEM,TOTAL_HOM,TOTAL_M75A,TOTAL_7584A,TOTAL_P85A,TOTAL_DOM,TOTAL_ETA,ANNEE_REF,CODE_CANTON
23,63255,NONETTE,Communauté de communes Lembron Val d'Allier,SAINT-GERMAIN-LEMBRON,7,7,0,0,0,0,0,0,2014,0
24,63256,NOVACELLES,Communauté de communes du Pays d'Arlanc,ARLANC,0,0,0,0,0,0,0,0,2014,0
25,63257,OLBY,Communauté de communes de Rochefort-Montagne,ROCHEFORT-MONTAGNE,12,10,0,0,0,9,0,0,2014,0
26,63258,OLLIERGUES,Communauté de communes du Pays d'Olliergues,OLLIERGUES,29,26,0,0,11,18,0,0,2014,0
27,63259,OLLOIX,Communauté de communes Les Cheires,SAINT-AMANT-TALLENDE,0,0,0,0,0,0,0,0,2014,0
28,63260,OLMET,Communauté de communes du Pays de Courpière,COURPIERE,0,0,0,0,0,0,0,0,2014,0
29,63261,ORBEIL,Communauté de communes des Côteaux de l'Allier,ISSOIRE,16,10,6,0,7,8,0,0,2014,0
30,63262,ORCET,Gergovie Val d'Allier Communauté,VEYRE-MONTON,42,34,8,0,17,21,0,0,2014,0
31,63263,ORCINES,Communauté d'Agglomération Clermont-Communauté,ROYAT,62,48,14,7,17,38,0,0,2014,0
32,63264,ORCIVAL,Communauté de communes de Rochefort-Montagne,ROCHEFORT-MONTAGNE,0,0,0,0,0,0,0,0,2014,0
33,63265,ORLEAT,Communauté de communes entre Dore et Allier,LEZOUX,35,22,13,0,15,17,0,0,2014,0
34,63266,ORSONNETTE,Communauté de communes Lembron Val d'Allier,SAINT-GERMAIN-LEMBRON,11,8,0,0,0,8,0,0,2014,0
35,63267,PALLADUC,Communauté de communes de la Montagne Thiernoise,SAINT-REMY-SUR-DUROLLE,17,12,0,0,6,9,0,0,2014,0
36,63268,PARDINES,Issoire Communauté,ISSOIRE,0,0,0,0,0,0,0,0,2014,0
37,63269,PARENT,Communauté de communes Couze Val d'Allier,VIC-LE-COMTE,19,15,0,0,0,14,0,0,2014,0
38,63270,PARENTIGNAT,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,7,0,0,0,0,0,0,0,2014,0
39,63271,PASLIERES,Communauté de communes entre Allier et Bois Noirs,CHATELDON,30,21,9,0,13,14,0,0,2014,0
40,63272,PERIGNAT-LES-SARLIEVE,Communauté d'Agglomération Clermont-Communauté,AUBIERE,39,31,8,0,9,29,0,0,2014,0
41,63273,PERIGNAT-SUR-ALLIER,Communauté de communes Mûr-Es-Allier,BILLOM,20,16,0,0,0,15,0,0,2014,0
42,63274,PERPEZAT,Communauté de communes de Rochefort-Montagne,ROCHEFORT-MONTAGNE,16,9,7,0,8,8,0,0,2014,0
43,63275,PERRIER,Issoire Communauté,ISSOIRE,16,9,7,0,0,13,0,0,2014,0
44,63276,PESCHADOIRES,Communauté de communes entre Dore et Allier,LEZOUX,54,44,10,0,20,30,0,0,2014,0
45,63277,PESLIERES,Communauté de communes Bassin Minier Montagnes,JUMEAUX,0,0,0,0,0,0,0,0,2014,0
46,63278,PESSAT-VILLENEUVE,Riom Communauté,RIOM-EST,0,0,0,0,0,0,0,0,2014,0
47,63279,PICHERANDE,Communauté de communes du Massif du Sancy,LA TOUR D'AUVERGNE,24,14,10,0,8,15,0,0,2014,0
48,63280,PIGNOLS,Allier Comté Communauté,VIC-LE-COMTE,0,0,0,0,0,0,0,0,2014,0
49,63281,PIONSAT,Communauté de communes du Pays de Pionsat,PIONSAT,32,23,9,0,9,21,0,0,2014,0
50,63282,PLAUZAT,Communauté de communes Couze Val d'Allier,VEYRE-MONTON,19,13,6,0,0,12,0,0,2014,0
51,63283,PONTAUMUR,Communauté de communes de Hautes Combrailles,PONTAUMUR,18,12,6,0,0,11,0,0,2014,0
52,63284,PONT-DU-CHATEAU,Communauté d'Agglomération Clermont-Communauté,PONT-DU-CHATEAU,182,138,44,23,60,99,0,0,2014,0
53,63285,PONTGIBAUD,Communauté de communes Pontgibaud Sioule et Volcans,PONTGIBAUD,26,23,0,0,8,16,0,0,2014,0
54,63286,POUZOL,Communauté de communes du Pays de Menat,MENAT,11,0,6,0,0,6,0,0,2014,0
55,63287,LES PRADEAUX,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,9,7,0,0,0,0,0,0,2014,0
56,63288,PROMPSAT,Communauté de communes de Côtes de Combrailles,COMBRONDE,9,6,0,0,0,0,0,0,2014,0
57,63289,PRONDINES,Communauté de communes Sioulet Chavanon,HERMENT,10,9,0,0,0,8,0,0,2014,0
58,63290,PULVERIERES,Communauté de communes Volvic Sources et Volcans,PONTGIBAUD,7,0,0,0,0,0,0,0,2014,0
59,63291,PUY-GUILLAUME,Communauté de communes entre Allier et Bois Noirs,CHATELDON,104,73,31,10,29,65,0,0,2014,0
60,63292,PUY-SAINT-GULMIER,Communauté de communes de Hautes Combrailles,PONTAUMUR,8,7,0,0,0,0,0,0,2014,0
61,63293,LE QUARTIER,Communauté de communes du Pays de Pionsat,PIONSAT,7,6,0,0,0,0,0,0,2014,0
62,63294,QUEUILLE,Manzat Communauté,MANZAT,6,0,0,0,0,0,0,0,2014,0
63,63295,RANDAN,Communauté de communes de Côteaux de Randan,RANDAN,44,32,12,0,14,29,0,0,2014,0
64,63296,RAVEL,Communauté de communes entre Dore et Allier,VERTAIZON,17,15,0,0,0,14,0,0,2014,0
65,63297,REIGNAT,Communauté de communes Billom Saint-Dier Vallée du Jauron,VERTAIZON,0,0,0,0,0,0,0,0,2014,0
66,63298,LA RENAUDIE,Communauté de communes du Pays de Courpière,COURPIERE,9,0,0,0,0,0,0,0,2014,0
67,63299,RENTIERES,Ardes Communauté,ARDES-SUR-COUZE,0,0,0,0,0,0,0,0,2014,0
68,63300,RIOM,Riom Communauté,PSEUDO-CANTON DE RIOM,359,281,78,37,94,228,0,0,2014,0
69,63301,RIS,Communauté de communes entre Allier et Bois Noirs,CHATELDON,19,10,9,0,0,9,0,0,2014,0
70,63302,LA ROCHE-BLANCHE,Gergovie Val d'Allier Communauté,VEYRE-MONTON,51,37,14,6,24,21,0,0,2014,0
71,63303,ROCHE-CHARLES-LA-MAYRAND,Ardes Communauté,ARDES-SUR-COUZE,0,0,0,0,0,0,0,0,2014,0
72,63304,ROCHE-D'AGOUX,Communauté de communes du Pays de Pionsat,PIONSAT,0,0,0,0,0,0,0,0,2014,0
73,63305,ROCHEFORT-MONTAGNE,Communauté de communes de Rochefort-Montagne,ROCHEFORT-MONTAGNE,34,24,10,0,7,22,0,0,2014,0
74,63306,LA ROCHE-NOIRE,Gergovie Val d'Allier Communauté,VIC-LE-COMTE,0,0,0,0,0,0,0,0,2014,0
75,63307,ROMAGNAT,Communauté d'Agglomération Clermont-Communauté,AUBIERE,146,107,39,12,41,93,0,0,2014,0
76,63308,ROYAT,Communauté d'Agglomération Clermont-Communauté,ROYAT,96,70,26,10,18,68,0,0,2014,0
77,63309,SAILLANT,Communauté de communes de la Vallée de l'Ance,VIVEROLS,9,6,0,0,0,0,0,0,2014,0
78,63310,SAINTE-AGATHE,Communauté de communes de la Montagne Thiernoise,COURPIERE,7,0,0,0,0,0,0,0,2014,0
79,63311,SAINT-AGOULIN,Communauté de communes Nord Limagne,AIGUEPERSE,0,0,0,0,0,0,0,0,2014,0
80,63312,SAINT-ALYRE-D'ARLANC,Communauté de communes du Pays d'Arlanc,ARLANC,15,8,7,0,6,6,0,0,2014,0
81,63313,SAINT-ALYRE-ES-MONTAGNE,Ardes Communauté,ARDES-SUR-COUZE,0,0,0,0,0,0,0,0,2014,0
82,63314,SAINT-AMANT-ROCHE-SAVINE,Communauté de communes du Haut Livradois,SAINT-AMANT-ROCHE-SAVINE,17,11,6,0,0,14,0,0,2014,0
83,63315,SAINT-AMANT-TALLENDE,Communauté de communes Les Cheires,SAINT-AMANT-TALLENDE,43,38,0,0,13,27,0,0,2014,0
84,63317,SAINT-ANDRE-LE-COQ,Communauté de communes Limagne Bords d'Allier,RANDAN,15,11,0,0,0,9,0,0,2014,0
85,63318,SAINT-ANGEL,Manzat Communauté,MANZAT,15,10,0,0,0,11,0,0,2014,0
86,63319,SAINT-ANTHEME,Communauté de communes de la Vallée de l'Ance,SAINT-ANTHEME,42,31,11,0,15,23,0,0,2014,0
87,63320,SAINT-AVIT,Communauté de communes de Hautes Combrailles,PONTAUMUR,12,10,0,0,0,9,0,0,2014,0
88,63321,SAINT-BABEL,Communauté de communes des Côteaux de l'Allier,ISSOIRE,20,14,6,0,8,11,0,0,2014,0
89,63322,SAINT-BEAUZIRE,Communauté de communes Limagne d'Ennezat,ENNEZAT,32,25,7,0,10,19,0,0,2014,0
90,63323,SAINT-BONNET-LE-BOURG,Communauté de communes du Haut Livradois,SAINT-GERMAIN-L'HERM,0,0,0,0,0,0,0,0,2014,0
91,63324,SAINT-BONNET-LE-CHASTEL,Communauté de communes du Haut Livradois,SAINT-GERMAIN-L'HERM,15,11,0,0,0,10,0,0,2014,0
92,63325,SAINT-BONNET-LES-ALLIER,Communauté de communes Mûr-Es-Allier,VERTAIZON,0,0,0,0,0,0,0,0,2014,0
93,63326,SAINT-BONNET-PRES-ORCIVAL,Communauté de communes de Rochefort-Montagne,ROCHEFORT-MONTAGNE,9,7,0,0,0,0,0,0,2014,0
94,63327,SAINT-BONNET-PRES-RIOM,Riom Communauté,RIOM-EST,35,24,11,0,12,20,0,0,2014,0
95,63328,SAINTE-CATHERINE,Communauté de communes du Haut Livradois,SAINT-GERMAIN-L'HERM,0,0,0,0,0,0,0,0,2014,0
96,63329,SAINTE-CHRISTINE,Communauté de communes Coeur de Combrailles,SAINT-GERVAIS-D'AUVERGNE,0,0,0,0,0,0,0,0,2014,0
97,63330,SAINT-CIRGUES-SUR-COUZE,Communauté de communes Puy et Couzes,CHAMPEIX,6,0,0,0,0,0,0,0,2014,0
98,63331,SAINT-CLEMENT-DE-VALORGUE,Communauté de communes de la Vallée de l'Ance,SAINT-ANTHEME,9,6,0,0,0,0,0,0,2014,0
99,63332,SAINT-CLEMENT-DE-REGNAT,Communauté de communes de Côteaux de Randan,RANDAN,7,0,0,0,0,6,0,0,2014,0
100,63333,SAINT-DENIS-COMBARNAZAT,Communauté de communes Limagne Bords d'Allier,RANDAN,9,0,0,0,0,6,0,0,2014,0
101,63334,SAINT-DIER-D'AUVERGNE,Communauté de communes Billom Saint-Dier Vallée du Jauron,SAINT-DIER-D'AUVERGNE,21,15,6,0,0,15,0,0,2014,0
102,63335,SAINT-DIERY,Communauté de communes du Massif du Sancy,BESSE-ET-SAINT-ANASTAISE,14,10,0,0,0,9,0,0,2014,0
103,63336,SAINT-DONAT,Communauté de communes Sancy Artense,LA TOUR D'AUVERGNE,17,11,6,0,7,9,0,0,2014,0
104,63337,SAINT-ELOY-LA-GLACIERE,Communauté de communes du Haut Livradois,SAINT-AMANT-ROCHE-SAVINE,0,0,0,0,0,0,0,0,2014,0
105,63338,SAINT-ELOY-LES-MINES,Communauté de communes Sancy Artense,MONTAIGUT,124,96,28,21,26,77,0,0,2014,0
106,63339,SAINT-ETIENNE-DES-CHAMPS,Communauté de communes de Hautes Combrailles,PONTAUMUR,0,0,0,0,0,0,0,0,2014,0
107,63340,SAINT-ETIENNE-SUR-USSON,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,10,0,0,0,0,6,0,0,2014,0
108,63341,SAINT-FERREOL-DES-COTES,Communauté de communes du Pays d'Ambert,AMBERT,12,7,0,0,0,7,0,0,2014,0
109,63342,SAINT-FLORET,Communauté de communes Puy et Couzes,CHAMPEIX,6,0,0,0,0,0,0,0,2014,0
110,63343,SAINT-FLOUR,Communauté de communes du Pays de Courpière,SAINT-DIER-D'AUVERGNE,9,0,6,0,0,0,0,0,2014,0
111,63344,SAINT-GAL-SUR-SIOULE,Communauté de communes du Pays de Menat,MENAT,7,0,0,0,0,0,0,0,2014,0
112,63345,SAINT-GENES-CHAMPANELLE,Communauté d'Agglomération Clermont-Communauté,BEAUMONT,57,40,17,0,21,32,0,0,2014,0
113,63346,SAINT-GENES-CHAMPESPE,Communauté de communes Sancy Artense,LA TOUR D'AUVERGNE,15,12,0,0,6,6,0,0,2014,0
114,63347,SAINT-GENES-DU-RETZ,Communauté de communes Nord Limagne,AIGUEPERSE,9,6,0,0,0,7,0,0,2014,0
115,63348,SAINT-GENES-LA-TOURETTE,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,8,0,6,0,0,0,0,0,2014,0
116,63349,SAINT-GEORGES-DE-MONS,Manzat Communauté,MANZAT,54,41,13,6,18,30,0,0,2014,0
117,63350,SAINT-GEORGES-SUR-ALLIER,Gergovie Val d'Allier Communauté,VIC-LE-COMTE,9,8,0,0,0,7,0,0,2014,0
118,63351,SAINT-GERMAIN-PRES-HERMENT,Communauté de communes Sioulet Chavanon,HERMENT,0,0,0,0,0,0,0,0,2014,0
119,63352,SAINT-GERMAIN-LEMBRON,Communauté de communes Lembron Val d'Allier,SAINT-GERMAIN-LEMBRON,59,41,18,0,19,37,0,0,2014,0
120,63353,SAINT-GERMAIN-L'HERM,Communauté de communes du Haut Livradois,SAINT-GERMAIN-L'HERM,15,9,6,0,6,9,0,0,2014,0
121,63354,SAINT-GERVAIS-D'AUVERGNE,Communauté de communes Coeur de Combrailles,SAINT-GERVAIS-D'AUVERGNE,61,40,21,0,23,36,0,0,2014,0
122,63355,SAINT-GERVAIS-SOUS-MEYMONT,Communauté de communes du Pays d'Olliergues,OLLIERGUES,13,9,0,0,0,6,0,0,2014,0
123,63356,SAINT-GERVAZY,Communauté de communes Lembron Val d'Allier,SAINT-GERMAIN-LEMBRON,6,0,0,0,0,6,0,0,2014,0
124,63357,SAINT-HERENT,Ardes Communauté,ARDES-SUR-COUZE,0,0,0,0,0,0,0,0,2014,0
125,63358,SAINT-HILAIRE-LA-CROIX,Communauté de communes de Côtes de Combrailles,COMBRONDE,9,0,0,0,0,7,0,0,2014,0
126,63359,SAINT-HILAIRE-LES-MONGES,Communauté de communes de Hautes Combrailles,PONTAUMUR,0,0,0,0,0,0,0,0,2014,0
127,63360,SAINT-HILAIRE,Communauté de communes du Pays de Pionsat,PIONSAT,17,11,6,0,0,13,0,0,2014,0
128,63362,SAINT-IGNAT,Communauté de communes Limagne d'Ennezat,ENNEZAT,22,14,8,0,7,13,0,0,2014,0
129,63363,SAINT-JACQUES-D'AMBUR,Communauté de communes Pontgibaud Sioule et Volcans,PONTGIBAUD,12,6,6,0,0,7,0,0,2014,0
130,63364,SAINT-JEAN-D'HEURS,Communauté de communes entre Dore et Allier,LEZOUX,10,7,0,0,0,9,0,0,2014,0
131,63365,SAINT-JEAN-DES-OLLIERES,Communauté de communes Billom Saint-Dier Vallée du Jauron,SAINT-DIER-D'AUVERGNE,11,8,0,0,0,0,0,0,2014,0
132,63366,SAINT-JEAN-EN-VAL,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,7,0,0,0,0,6,0,0,2014,0
133,63367,SAINT-JEAN-SAINT-GERVAIS,Communauté de communes Bassin Minier Montagnes,JUMEAUX,0,0,0,0,0,0,0,0,2014,0
134,63368,SAINT-JULIEN-DE-COPPEL,Communauté de communes Billom Saint-Dier Vallée du Jauron,BILLOM,17,10,7,0,0,12,0,0,2014,0
135,63369,SAINT-JULIEN-LA-GENESTE,Communauté de communes Coeur de Combrailles,SAINT-GERVAIS-D'AUVERGNE,0,0,0,0,0,0,0,0,2014,0
136,63370,SAINT-JULIEN-PUY-LAVEZE,Communauté de communes Sancy Artense,BOURG-LASTIC,14,9,0,0,0,9,0,0,2014,0
137,63371,SAINT-JUST,Communauté de communes Livradois Porte d'Auvergne,VIVEROLS,8,7,0,0,0,0,0,0,2014,0
138,63372,SAINT-LAURE,Communauté de communes Limagne d'Ennezat,ENNEZAT,11,8,0,0,0,0,0,0,2014,0
139,63373,SAINT-MAIGNER,Communauté de communes du Pays de Pionsat,PIONSAT,6,0,0,0,0,0,0,0,2014,0
140,63374,SAINT-MARTIN-DES-OLMES,Communauté de communes Livradois Porte d'Auvergne,AMBERT,0,0,0,0,0,0,0,0,2014,0
141,63375,SAINT-MARTIN-DES-PLAINS,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,6,0,0,0,0,0,0,0,2014,0
142,63376,SAINT-MARTIN-D'OLLIERES,Communauté de communes Bassin Minier Montagnes,JUMEAUX,0,0,0,0,0,0,0,0,2014,0
143,63377,SAINT-MAURICE-PRES-PIONSAT,Communauté de communes du Pays de Pionsat,PIONSAT,13,8,0,0,7,0,0,0,2014,0
144,63378,SAINT-MAURICE,Gergovie Val d'Allier Communauté,VIC-LE-COMTE,11,8,0,0,0,9,0,0,2014,0
145,63379,SAINT-MYON,Communauté de communes de Côtes de Combrailles,COMBRONDE,6,0,0,0,0,0,0,0,2014,0
146,63380,SAINT-NECTAIRE,Communauté de communes du Massif du Sancy,CHAMPEIX,21,15,6,0,8,11,0,0,2014,0
147,63381,SAINT-OURS,Communauté de communes Volvic Sources et Volcans,PONTGIBAUD,29,19,10,0,11,14,0,0,2014,0
148,63382,SAINT-PARDOUX,Communauté de communes du Pays de Menat,MENAT,12,6,6,0,0,8,0,0,2014,0
149,63383,SAINT-PIERRE-COLAMINE,Communauté de communes du Massif du Sancy,BESSE-ET-SAINT-ANASTAISE,7,6,0,0,0,0,0,0,2014,0
150,63384,SAINT-PIERRE-LA-BOURLHONNE,Communauté de communes du Pays d'Olliergues,OLLIERGUES,0,0,0,0,0,0,0,0,2014,0
151,63385,SAINT-PIERRE-LE-CHASTEL,Communauté de communes Pontgibaud Sioule et Volcans,PONTGIBAUD,8,8,0,0,0,0,0,0,2014,0
152,63386,SAINT-PIERRE-ROCHE,Communauté de communes de Rochefort-Montagne,ROCHEFORT-MONTAGNE,11,10,0,0,6,0,0,0,2014,0
153,63387,SAINT-PRIEST-BRAMEFANT,Communauté de communes de Côteaux de Randan,RANDAN,12,10,0,0,0,6,0,0,2014,0
154,63388,SAINT-PRIEST-DES-CHAMPS,Communauté de communes Coeur de Combrailles,SAINT-GERVAIS-D'AUVERGNE,33,24,9,0,7,23,0,0,2014,0
155,63389,SAINT-QUENTIN-SUR-SAUXILLANGES,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,0,0,0,0,0,0,0,0,2014,0
156,63390,SAINT-QUINTIN-SUR-SIOULE,Communauté de communes du Pays de Menat,MENAT,0,0,0,0,0,0,0,0,2014,0
157,63391,SAINT-REMY-DE-BLOT,Communauté de communes du Pays de Menat,MENAT,9,8,0,0,6,0,0,0,2014,0
158,63392,SAINT-REMY-DE-CHARGNAT,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,15,10,0,0,0,10,0,0,2014,0
159,63393,SAINT-REMY-SUR-DUROLLE,Thiers Communauté,SAINT-REMY-SUR-DUROLLE,54,45,9,6,11,37,0,0,2014,0
160,63394,SAINT-ROMAIN,Communauté de communes de la Vallée de l'Ance,SAINT-ANTHEME,10,0,0,0,0,6,0,0,2014,0
161,63395,SAINT-SANDOUX,Communauté de communes Les Cheires,SAINT-AMANT-TALLENDE,14,11,0,0,0,10,0,0,2014,0
162,63396,SAINT-SATURNIN,Communauté de communes Les Cheires,SAINT-AMANT-TALLENDE,16,10,6,0,0,10,0,0,2014,0
163,63397,SAINT-SAUVES-D'AUVERGNE,Communauté de communes Sancy Artense,TAUVES,42,30,12,0,14,23,0,0,2014,0
164,63398,SAINT-SAUVEUR-LA-SAGNE,Communauté de communes du Pays d'Arlanc,ARLANC,0,0,0,0,0,0,0,0,2014,0
165,63399,SAINT-SULPICE,Communauté de communes Sioulet Chavanon,BOURG-LASTIC,0,0,0,0,0,0,0,0,2014,0
166,63400,SAINT-SYLVESTRE-PRAGOULIN,Communauté de communes de Côteaux de Randan,RANDAN,30,20,10,0,6,21,0,0,2014,0
167,63401,SAINT-VICTOR-LA-RIVIERE,Communauté de communes du Massif du Sancy,BESSE-ET-SAINT-ANASTAISE,0,0,0,0,0,0,0,0,2014,0
168,63402,SAINT-VICTOR-MONTVIANEIX,Communauté de communes de la Montagne Thiernoise,SAINT-REMY-SUR-DUROLLE,10,6,0,0,0,9,0,0,2014,0
169,63403,SAINT-VINCENT,Communauté de communes Puy et Couzes,CHAMPEIX,8,7,0,0,0,7,0,0,2014,0
170,63404,SAINT-YVOINE,Communauté de communes des Côteaux de l'Allier,ISSOIRE,8,7,0,0,0,0,0,0,2014,0
171,63405,SALLEDES,Allier Comté Communauté,VIC-LE-COMTE,14,8,6,0,0,9,0,0,2014,0
172,63406,SARDON,Communauté de communes Nord Limagne,AIGUEPERSE,0,0,0,0,0,0,0,0,2014,0
173,63407,SAULZET-LE-FROID,Communauté de communes Les Cheires,SAINT-AMANT-TALLENDE,13,8,0,0,0,11,0,0,2014,0
174,63408,SAURET-BESSERVE,Communauté de communes Coeur de Combrailles,SAINT-GERVAIS-D'AUVERGNE,0,0,0,0,0,0,0,0,2014,0
175,63409,SAURIER,Communauté de communes Puy et Couzes,CHAMPEIX,0,0,0,0,0,0,0,0,2014,0
176,63410,SAUVAGNAT,Communauté de communes Sioulet Chavanon,HERMENT,0,0,0,0,0,0,0,0,2014,0
177,63411,SAUVAGNAT-SAINTE-MARTHE,Communauté de communes Couze Val d'Allier,ISSOIRE,11,6,0,0,0,7,0,0,2014,0
178,63412,SAUVESSANGES,Communauté de communes de la Vallée de l'Ance,VIVEROLS,15,13,0,0,0,10,0,0,2014,0
179,63413,LA SAUVETAT,Gergovie Val d'Allier Communauté,VEYRE-MONTON,19,14,0,0,7,11,0,0,2014,0
180,63414,SAUVIAT,Communauté de communes du Pays de Courpière,COURPIERE,13,8,0,0,0,8,0,0,2014,0
181,63415,SAUXILLANGES,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,33,24,9,0,12,17,0,0,2014,0
182,63416,SAVENNES,Communauté de communes Sioulet Chavanon,BOURG-LASTIC,7,0,0,0,0,0,0,0,2014,0
183,63417,SAYAT,Communauté de communes Volvic Sources et Volcans,GERZAT,36,21,15,0,11,20,0,0,2014,0
184,63418,SERMENTIZON,Communauté de communes du Pays de Courpière,COURPIERE,15,11,0,0,0,12,0,0,2014,0
185,63419,SERVANT,Communauté de communes du Pays de Menat,MENAT,19,16,0,0,6,13,0,0,2014,0
186,63420,SEYCHALLES,Communauté de communes entre Dore et Allier,LEZOUX,21,11,10,0,0,12,0,0,2014,0
187,63421,SINGLES,Communauté de communes Sancy Artense,TAUVES,11,7,0,0,8,0,0,0,2014,0
188,63422,SOLIGNAT,Communauté de communes Puy et Couzes,ISSOIRE,16,14,0,0,0,13,0,0,2014,0
189,63423,SUGERES,Communauté de communes du Pays de Sauxillanges,SAUXILLANGES,14,0,9,0,6,7,0,0,2014,0
190,63424,SURAT,Communauté de communes Limagne d'Ennezat,ENNEZAT,10,6,0,0,0,0,0,0,2014,0
191,63425,TALLENDE,Communauté de communes Les Cheires,VEYRE-MONTON,22,16,6,0,0,14,0,0,2014,0
192,63426,TAUVES,Communauté de communes Sancy Artense,TAUVES,30,17,13,0,12,17,0,0,2014,0
193,63427,TEILHEDE,Communauté de communes de Côtes de Combrailles,COMBRONDE,9,8,0,0,0,0,0,0,2014,0
194,63428,TEILHET,Communauté de communes du Pays de Menat,MENAT,7,0,0,0,0,7,0,0,2014,0
195,63429,TERNANT-LES-EAUX,Ardes Communauté,ARDES-SUR-COUZE,0,0,0,0,0,0,0,0,2014,0
196,63430,THIERS,Thiers Communauté,THIERS,397,309,88,46,118,233,0,0,2014,0
197,63431,THIOLIERES,Communauté de communes du Pays d'Ambert,AMBERT,8,6,0,0,0,0,0,0,2014,0
198,63432,THURET,Communauté de communes Nord Limagne,AIGUEPERSE,15,11,0,0,0,8,0,0,2014,0
199,63433,TORTEBESSE,Communauté de communes Sioulet Chavanon,HERMENT,0,0,0,0,0,0,0,0,2014,0
200,63434,TOURS-SUR-MEYMONT,Communauté de communes du Pays de Cunlhat,SAINT-DIER-D'AUVERGNE,22,17,0,0,7,14,0,0,2014,0
201,63435,TOURZEL-RONZIERES,Communauté de communes Puy et Couzes,CHAMPEIX,6,0,0,0,0,0,0,0,2014,0
202,63436,TRALAIGUES,Communauté de communes de Hautes Combrailles,PONTAUMUR,0,0,0,0,0,0,0,0,2014,0
203,63437,TREMOUILLE-SAINT-LOUP,Communauté de communes Sancy Artense,LA TOUR D'AUVERGNE,8,6,0,0,0,7,0,0,2014,0
204,63438,TREZIOUX,Communauté de communes Billom Saint-Dier Vallée du Jauron,SAINT-DIER-D'AUVERGNE,15,11,0,0,0,11,0,0,2014,0
