,CODE_COMMUNE,LIBL_COMMUNE,NOM_EPCI,NOM_CANTON,TOTAL,TOTAL_FEM,TOTAL_HOM,TOTAL_M75A,TOTAL_7584A,TOTAL_P85A,TOTAL_DOM,TOTAL_ETA,ANNEE_REF,CODE_CANTON
61,63189,LAQUEUILLE,Dômes Sancy Artense,Orcines,0,0,0,0,0,0,0,0,2016,0
62,63190,LARODDE,Dômes Sancy Artense,Le Sancy,19,14,0,0,6,13,0,0,2016,0
63,63191,LASTIC,Chavanon Combrailles et Volcans,Saint-Ours,8,6,0,0,0,0,0,0,2016,0
64,63192,LA TOUR-D'AUVERGNE,Dômes Sancy Artense,Le Sancy,19,14,0,0,6,13,0,0,2016,0
65,63193,LEMPDES,Clermont Auvergne Métropole,Pont-du-Château,153,109,44,16,40,97,0,0,2016,0
66,63194,LEMPTY,Entre Dore et Allier,Lezoux,6,0,0,0,0,0,0,0,2016,0
67,63195,LEZOUX,Entre Dore et Allier,Lezoux,149,113,36,13,31,105,0,0,2016,0
68,63196,LIMONS,Plaine Limagne,Maringues,23,20,0,0,7,12,0,0,2016,0
69,63197,LISSEUIL,Combrailles Sioule et Morge,Saint-Georges de Mons,0,0,0,0,0,0,0,0,2016,0
70,63198,LOUBEYRAT,Combrailles Sioule et Morge,Saint-Georges de Mons,15,10,0,0,8,7,0,0,2016,0
71,63199,LUDESSE,Agglo Pays d'Issoire,Le Sancy,14,9,0,0,0,11,0,0,2016,0
72,63200,LUSSAT,Riom Limagne et Volcans,Aigueperse,20,15,0,0,0,12,0,0,2016,0
73,63201,LUZILLAT,Plaine Limagne,Maringues,20,12,8,0,0,13,0,0,2016,0
74,63202,MADRIAT,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
75,63203,MALAUZAT,Riom Limagne et Volcans,Châtelguyon,10,6,0,0,0,6,0,0,2016,0
76,63204,MALINTRAT,Riom Limagne et Volcans,Gerzat,17,11,6,0,6,11,0,0,2016,0
77,63205,MANGLIEU,Mond'Arverne Communauté,Vic-le-Comte,11,7,0,0,0,8,0,0,2016,0
78,63206,MANZAT,Combrailles Sioule et Morge,Saint-Georges de Mons,29,25,0,0,8,19,0,0,2016,0
79,63207,MARAT,Ambert Livradois Forez,Les Monts du Livradois,37,22,15,0,10,24,0,0,2016,0
80,63208,MARCILLAT,Combrailles Sioule et Morge,Saint-Georges de Mons,7,0,0,0,0,0,0,0,2016,0
81,63209,MAREUGHEOL,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
82,63210,MARINGUES,Plaine Limagne,Maringues,61,44,17,11,11,39,0,0,2016,0
83,63211,MARSAC-EN-LIVRADOIS,Ambert Livradois Forez,Ambert,60,41,19,8,14,38,0,0,2016,0
84,63212,MARSAT,Riom Limagne et Volcans,Châtelguyon,16,13,0,0,0,13,0,0,2016,0
85,63213,LES MARTRES-D'ARTIERE,Riom Limagne et Volcans,Aigueperse,26,15,11,0,12,10,0,0,2016,0
86,63214,LES MARTRES-DE-VEYRE,Mond'Arverne Communauté,Les Martres-de-Veyre,72,52,20,0,19,50,0,0,2016,0
87,63215,MARTRES-SUR-MORGE,Riom Limagne et Volcans,Aigueperse,14,9,0,0,0,8,0,0,2016,0
88,63216,MAUZUN,Billom Communauté,Billom,0,0,0,0,0,0,0,0,2016,0
89,63218,MAYRES,Ambert Livradois Forez,Ambert,12,10,0,0,0,9,0,0,2016,0
90,63219,MAZAYE,Dômes Sancy Artense,Orcines,22,15,7,0,7,12,0,0,2016,0
91,63220,MAZOIRES,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
92,63221,MEDEYROLLES,Ambert Livradois Forez,Ambert,6,0,0,0,0,0,0,0,2016,0
93,63222,MEILHAUD,Agglo Pays d'Issoire,Issoire,0,0,0,0,0,0,0,0,2016,0
94,63223,MENAT,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,21,16,0,0,0,15,0,0,2016,0
95,63224,MENETROL,Riom Limagne et Volcans,Châtelguyon,16,12,0,0,0,8,0,0,2016,0
96,63225,MESSEIX,Chavanon Combrailles et Volcans,Saint-Ours,79,61,18,10,14,55,0,0,2016,0
97,63226,MEZEL,Billom Communauté,Billom,32,26,6,0,12,19,0,0,2016,0
98,63227,MIREFLEURS,Mond'Arverne Communauté,Vic-le-Comte,22,18,0,0,8,10,0,0,2016,0
99,63228,MIREMONT,Chavanon Combrailles et Volcans,Saint-Ours,15,8,7,0,0,12,0,0,2016,0
100,63229,MOISSAT,Entre Dore et Allier,Lezoux,21,19,0,0,7,12,0,0,2016,0
101,63230,LE MONESTIER,Ambert Livradois Forez,Les Monts du Livradois,9,0,0,0,0,8,0,0,2016,0
102,63231,LA MONNERIE-LE-MONTEL,Thiers Dore et Montagne,Thiers,56,34,22,7,16,33,0,0,2016,0
103,63232,MONS,Plaine Limagne,Maringues,15,8,7,0,0,11,0,0,2016,0
104,63233,MONTAIGUT,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,26,20,6,0,0,16,0,0,2016,0
105,63234,MONTAIGUT-LE-BLANC,Agglo Pays d'Issoire,Le Sancy,16,11,0,0,0,12,0,0,2016,0
106,63235,MONTCEL,Combrailles Sioule et Morge,Saint-Georges de Mons,6,0,0,0,0,0,0,0,2016,0
107,63236,MONT-DORE,Massif du Sancy,Le Sancy,45,38,7,0,9,32,0,0,2016,0
108,63237,MONTEL-DE-GELAT,Chavanon Combrailles et Volcans,Saint-Ours,20,14,6,0,0,12,0,0,2016,0
109,63238,MONTFERMY,Chavanon Combrailles et Volcans,Saint-Ours,7,7,0,0,0,0,0,0,2016,0
110,63239,MONTMORIN,Billom Communauté,Billom,16,11,0,0,7,6,0,0,2016,0
111,63240,MONTPENSIER,Plaine Limagne,Aigueperse,0,0,0,0,0,0,0,0,2016,0
112,63241,MONTPEYROUX,Agglo Pays d'Issoire,Vic-le-Comte,0,0,0,0,0,0,0,0,2016,0
113,63242,MORIAT,Agglo Pays d'Issoire,Brassac-les-Mines,12,9,0,0,0,9,0,0,2016,0
114,63243,MOUREUILLE,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,9,0,0,0,0,6,0,0,2016,0
115,63244,CHAMBARON SUR MORGE,Riom Limagne et Volcans,Riom,29,21,8,0,11,14,0,0,2016,0
116,63245,MOZAC,Riom Limagne et Volcans,Châtelguyon,65,46,19,0,17,44,0,0,2016,0
117,63246,MURAT-LE-QUAIRE,Massif du Sancy,Le Sancy,0,0,0,0,0,0,0,0,2016,0
118,63247,MUROL,Massif du Sancy,Le Sancy,23,18,0,0,0,17,0,0,2016,0
119,63248,NEBOUZAT,Dômes Sancy Artense,Orcines,23,14,9,0,9,13,0,0,2016,0
120,63249,NERONDE-SUR-DORE,Thiers Dore et Montagne,Les Monts du Livradois,23,17,6,0,0,16,0,0,2016,0
121,63250,NESCHERS,Agglo Pays d'Issoire,Vic-le-Comte,9,6,0,0,0,0,0,0,2016,0
122,63251,NEUF-EGLISE,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,11,9,0,0,0,11,0,0,2016,0
123,63252,NEUVILLE,Billom Communauté,Billom,10,7,0,0,0,8,0,0,2016,0
124,63253,NOALHAT,Thiers Dore et Montagne,Maringues,0,0,0,0,0,0,0,0,2016,0
125,63254,NOHANENT,Clermont Auvergne Métropole,Cébazat,33,24,9,7,10,16,0,0,2016,0
126,63255,NONETTE-ORSONNETTE,Agglo Pays d'Issoire,Brassac-les-Mines,14,12,0,0,0,13,0,0,2016,0
127,63256,NOVACELLES,Ambert Livradois Forez,Ambert,7,7,0,0,0,0,0,0,2016,0
128,63257,OLBY,Dômes Sancy Artense,Orcines,11,8,0,0,0,9,0,0,2016,0
129,63258,OLLIERGUES,Ambert Livradois Forez,Les Monts du Livradois,31,27,0,0,11,19,0,0,2016,0
130,63259,OLLOIX,Mond'Arverne Communauté,Orcines,7,0,0,0,0,0,0,0,2016,0
131,63260,OLMET,Thiers Dore et Montagne,Les Monts du Livradois,0,0,0,0,0,0,0,0,2016,0
132,63261,ORBEIL,Agglo Pays d'Issoire,Issoire,14,9,0,0,6,7,0,0,2016,0
133,63262,ORCET,Mond'Arverne Communauté,Les Martres-de-Veyre,36,30,6,6,10,20,0,0,2016,0
134,63263,ORCINES,Clermont Auvergne Métropole,Orcines,60,43,17,0,10,46,0,0,2016,0
135,63264,ORCIVAL,Dômes Sancy Artense,Orcines,0,0,0,0,0,0,0,0,2016,0
136,63265,ORLEAT,Entre Dore et Allier,Lezoux,34,24,10,0,8,25,0,0,2016,0
137,63267,PALLADUC,Thiers Dore et Montagne,Thiers,15,11,0,0,0,8,0,0,2016,0
138,63268,PARDINES,Agglo Pays d'Issoire,Issoire,0,0,0,0,0,0,0,0,2016,0
139,63269,PARENT,Agglo Pays d'Issoire,Vic-le-Comte,21,18,0,0,6,13,0,0,2016,0
140,63270,PARENTIGNAT,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
141,63271,PASLIERES,Thiers Dore et Montagne,Maringues,28,21,7,0,10,16,0,0,2016,0
142,63272,PERIGNAT-LES-SARLIEVE,Clermont Auvergne Métropole,Aubière,41,33,8,0,6,32,0,0,2016,0
143,63273,PERIGNAT-SUR-ALLIER,Billom Communauté,Vic-le-Comte,21,14,7,0,0,15,0,0,2016,0
144,63274,PERPEZAT,Dômes Sancy Artense,Orcines,15,12,0,0,6,6,0,0,2016,0
145,63275,PERRIER,Agglo Pays d'Issoire,Issoire,21,15,6,0,0,17,0,0,2016,0
146,63276,PESCHADOIRES,Entre Dore et Allier,Lezoux,51,40,11,0,12,36,0,0,2016,0
147,63277,PESLIERES,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
148,63278,PESSAT-VILLENEUVE,Riom Limagne et Volcans,Riom,0,0,0,0,0,0,0,0,2016,0
149,63279,PICHERANDE,Massif du Sancy,Le Sancy,15,11,0,0,6,9,0,0,2016,0
150,63280,PIGNOLS,Mond'Arverne Communauté,Vic-le-Comte,0,0,0,0,0,0,0,0,2016,0
151,63281,PIONSAT,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,43,29,14,0,14,27,0,0,2016,0
152,63282,PLAUZAT,Agglo Pays d'Issoire,Vic-le-Comte,15,10,0,0,0,10,0,0,2016,0
153,63283,PONTAUMUR,Chavanon Combrailles et Volcans,Saint-Ours,18,15,0,0,0,11,0,0,2016,0
154,63284,PONT-DU-CHATEAU,Clermont Auvergne Métropole,Pont-du-Château,197,152,45,28,49,120,0,0,2016,0
155,63285,PONTGIBAUD,Chavanon Combrailles et Volcans,Saint-Ours,26,21,0,0,9,15,0,0,2016,0
156,63286,POUZOL,Combrailles Sioule et Morge,Saint-Georges de Mons,9,0,6,0,0,0,0,0,2016,0
157,63287,LES PRADEAUX,Agglo Pays d'Issoire,Brassac-les-Mines,8,7,0,0,0,0,0,0,2016,0
158,63288,PROMPSAT,Combrailles Sioule et Morge,Saint-Georges de Mons,8,0,0,0,0,0,0,0,2016,0
159,63289,PRONDINES,Chavanon Combrailles et Volcans,Saint-Ours,9,6,0,0,0,6,0,0,2016,0
160,63290,PULVERIERES,Riom Limagne et Volcans,Saint-Ours,6,0,0,0,0,0,0,0,2016,0
161,63291,PUY-GUILLAUME,Thiers Dore et Montagne,Maringues,96,75,21,11,30,55,0,0,2016,0
162,63292,PUY-SAINT-GULMIER,Chavanon Combrailles et Volcans,Saint-Ours,8,8,0,0,0,0,0,0,2016,0
163,63293,LE QUARTIER,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,11,9,0,0,0,9,0,0,2016,0
164,63294,QUEUILLE,Combrailles Sioule et Morge,Saint-Georges de Mons,0,0,0,0,0,0,0,0,2016,0
165,63295,RANDAN,Plaine Limagne,Maringues,42,30,12,0,15,23,0,0,2016,0
166,63296,RAVEL,Entre Dore et Allier,Lezoux,10,8,0,0,0,8,0,0,2016,0
167,63297,REIGNAT,Billom Communauté,Billom,0,0,0,0,0,0,0,0,2016,0
168,63298,LA RENAUDIE,Thiers Dore et Montagne,Les Monts du Livradois,7,0,0,0,0,0,0,0,2016,0
169,63299,RENTIERES,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
170,63300,RIOM,Riom Limagne et Volcans,Riom,379,280,99,40,79,260,0,0,2016,0
171,63301,RIS,Thiers Dore et Montagne,Maringues,26,20,6,0,0,17,0,0,2016,0
172,63302,LA ROCHE-BLANCHE,Mond'Arverne Communauté,Les Martres-de-Veyre,43,29,14,0,19,21,0,0,2016,0
173,63303,ROCHE-CHARLES-LA-MAYRAND,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
174,63304,ROCHE-D'AGOUX,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,0,0,0,0,0,0,0,0,2016,0
175,63305,ROCHEFORT-MONTAGNE,Dômes Sancy Artense,Orcines,35,26,9,6,8,21,0,0,2016,0
176,63306,LA ROCHE-NOIRE,Mond'Arverne Communauté,Vic-le-Comte,0,0,0,0,0,0,0,0,2016,0
177,63307,ROMAGNAT,Clermont Auvergne Métropole,Aubière,158,112,46,9,52,97,0,0,2016,0
178,63308,ROYAT,Clermont Auvergne Métropole,Chamalières,85,68,17,11,20,54,0,0,2016,0
179,63309,SAILLANT,Ambert Livradois Forez,Ambert,9,7,0,0,0,6,0,0,2016,0
180,63310,SAINTE-AGATHE,Thiers Dore et Montagne,Thiers,9,0,0,0,0,0,0,0,2016,0
181,63311,SAINT-AGOULIN,Plaine Limagne,Aigueperse,7,0,0,0,0,0,0,0,2016,0
182,63312,SAINT-ALYRE-D'ARLANC,Ambert Livradois Forez,Ambert,15,8,7,0,6,8,0,0,2016,0
183,63313,SAINT-ALYRE-ES-MONTAGNE,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
184,63314,SAINT-AMANT-ROCHE-SAVINE,Ambert Livradois Forez,Les Monts du Livradois,18,14,0,0,0,15,0,0,2016,0
185,63315,SAINT-AMANT-TALLENDE,Mond'Arverne Communauté,Les Martres-de-Veyre,37,32,0,0,10,25,0,0,2016,0
186,63317,SAINT-ANDRE-LE-COQ,Plaine Limagne,Maringues,10,6,0,0,0,0,0,0,2016,0
187,63318,SAINT-ANGEL,Combrailles Sioule et Morge,Saint-Georges de Mons,13,9,0,0,0,10,0,0,2016,0
188,63319,SAINT-ANTHEME,Ambert Livradois Forez,Ambert,43,32,11,6,12,25,0,0,2016,0
189,63320,SAINT-AVIT,Chavanon Combrailles et Volcans,Saint-Ours,11,10,0,0,0,7,0,0,2016,0
190,63321,SAINT-BABEL,Agglo Pays d'Issoire,Issoire,20,16,0,0,8,11,0,0,2016,0
191,63322,SAINT-BEAUZIRE,Riom Limagne et Volcans,Gerzat,38,33,0,0,10,26,0,0,2016,0
192,63323,SAINT-BONNET-LE-BOURG,Ambert Livradois Forez,Les Monts du Livradois,0,0,0,0,0,0,0,0,2016,0
193,63324,SAINT-BONNET-LE-CHASTEL,Ambert Livradois Forez,Les Monts du Livradois,15,11,0,0,0,10,0,0,2016,0
194,63325,SAINT-BONNET-LES-ALLIER,Billom Communauté,Billom,0,0,0,0,0,0,0,0,2016,0
195,63326,SAINT-BONNET-PRES-ORCIVAL,Dômes Sancy Artense,Orcines,15,10,0,0,6,7,0,0,2016,0
196,63327,SAINT-BONNET-PRES-RIOM,Riom Limagne et Volcans,Riom,41,27,14,0,14,24,0,0,2016,0
197,63328,SAINTE-CATHERINE,Ambert Livradois Forez,Les Monts du Livradois,0,0,0,0,0,0,0,0,2016,0
198,63329,SAINTE-CHRISTINE,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,0,0,0,0,0,0,0,0,2016,0
199,63330,SAINT-CIRGUES-SUR-COUZE,Agglo Pays d'Issoire,Le Sancy,0,0,0,0,0,0,0,0,2016,0
200,63331,SAINT-CLEMENT-DE-VALORGUE,Ambert Livradois Forez,Ambert,9,6,0,0,0,0,0,0,2016,0
201,63332,SAINT-CLEMENT-DE-REGNAT,Plaine Limagne,Maringues,9,6,0,0,0,7,0,0,2016,0
202,63333,SAINT-DENIS-COMBARNAZAT,Plaine Limagne,Maringues,8,0,0,0,0,0,0,0,2016,0
203,63334,SAINT-DIER-D'AUVERGNE,Billom Communauté,Billom,22,18,0,0,7,14,0,0,2016,0
204,63335,SAINT-DIERY,Massif du Sancy,Le Sancy,16,9,7,0,0,13,0,0,2016,0
205,63336,SAINT-DONAT,Dômes Sancy Artense,Le Sancy,13,10,0,0,0,9,0,0,2016,0
206,63337,SAINT-ELOY-LA-GLACIERE,Ambert Livradois Forez,Les Monts du Livradois,0,0,0,0,0,0,0,0,2016,0
207,63338,SAINT-ELOY-LES-MINES,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,115,93,22,13,28,74,0,0,2016,0
208,63339,SAINT-ETIENNE-DES-CHAMPS,Chavanon Combrailles et Volcans,Saint-Ours,7,0,0,0,0,6,0,0,2016,0
209,63340,SAINT-ETIENNE-SUR-USSON,Agglo Pays d'Issoire,Brassac-les-Mines,6,0,0,0,0,0,0,0,2016,0
210,63341,SAINT-FERREOL-DES-COTES,Ambert Livradois Forez,Ambert,8,0,0,0,0,0,0,0,2016,0
211,63342,SAINT-FLORET,Agglo Pays d'Issoire,Le Sancy,6,0,0,0,0,0,0,0,2016,0
212,63343,SAINT-FLOUR,Thiers Dore et Montagne,Les Monts du Livradois,6,0,0,0,0,0,0,0,2016,0
213,63344,SAINT-GAL-SUR-SIOULE,Combrailles Sioule et Morge,Saint-Georges de Mons,7,0,0,0,0,0,0,0,2016,0
214,63345,SAINT-GENES-CHAMPANELLE,Clermont Auvergne Métropole,Beaumont,52,36,16,0,18,33,0,0,2016,0
215,63346,SAINT-GENES-CHAMPESPE,Massif du Sancy,Le Sancy,16,14,0,0,0,9,0,0,2016,0
216,63347,SAINT-GENES-DU-RETZ,Plaine Limagne,Aigueperse,8,6,0,0,0,0,0,0,2016,0
217,63348,SAINT-GENES-LA-TOURETTE,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
218,63349,SAINT-GEORGES-DE-MONS,Combrailles Sioule et Morge,Saint-Georges de Mons,62,41,21,7,18,37,0,0,2016,0
219,63350,SAINT-GEORGES-SUR-ALLIER,Mond'Arverne Communauté,Vic-le-Comte,18,14,0,0,6,11,0,0,2016,0
220,63351,SAINT-GERMAIN-PRES-HERMENT,Chavanon Combrailles et Volcans,Saint-Ours,0,0,0,0,0,0,0,0,2016,0
221,63352,SAINT-GERMAIN-LEMBRON,Agglo Pays d'Issoire,Brassac-les-Mines,55,37,18,0,11,39,0,0,2016,0
222,63353,SAINT-GERMAIN-L'HERM,Ambert Livradois Forez,Les Monts du Livradois,19,13,6,0,7,11,0,0,2016,0
223,63354,SAINT-GERVAIS-D'AUVERGNE,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,38,27,11,0,14,21,0,0,2016,0
224,63355,SAINT-GERVAIS-SOUS-MEYMONT,Ambert Livradois Forez,Les Monts du Livradois,13,10,0,0,0,9,0,0,2016,0
225,63356,SAINT-GERVAZY,Agglo Pays d'Issoire,Brassac-les-Mines,8,8,0,0,0,6,0,0,2016,0
226,63357,SAINT-HERENT,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
227,63358,SAINT-HILAIRE-LA-CROIX,Combrailles Sioule et Morge,Saint-Georges de Mons,7,0,0,0,0,0,0,0,2016,0
228,63359,SAINT-HILAIRE-LES-MONGES,Chavanon Combrailles et Volcans,Saint-Ours,0,0,0,0,0,0,0,0,2016,0
229,63360,SAINT-HILAIRE,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,19,14,0,0,7,12,0,0,2016,0
230,63362,SAINT-IGNAT,Riom Limagne et Volcans,Aigueperse,24,17,7,0,12,11,0,0,2016,0
231,63363,SAINT-JACQUES-D'AMBUR,Chavanon Combrailles et Volcans,Saint-Ours,9,0,6,0,0,6,0,0,2016,0
232,63364,SAINT-JEAN-D'HEURS,Entre Dore et Allier,Lezoux,8,0,0,0,0,6,0,0,2016,0
233,63365,SAINT-JEAN-DES-OLLIERES,Billom Communauté,Billom,11,9,0,0,0,8,0,0,2016,0
234,63366,SAINT-JEAN-EN-VAL,Agglo Pays d'Issoire,Brassac-les-Mines,7,0,0,0,0,0,0,0,2016,0
235,63367,SAINT-JEAN-SAINT-GERVAIS,Agglo Pays d'Issoire,Brassac-les-Mines,0,0,0,0,0,0,0,0,2016,0
236,63368,SAINT-JULIEN-DE-COPPEL,Billom Communauté,Billom,17,12,0,0,0,13,0,0,2016,0
237,63369,SAINT-JULIEN-LA-GENESTE,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,0,0,0,0,0,0,0,0,2016,0
