,CODE_COMMUNE,LIBL_COMMUNE,NOM_EPCI,NOM_CANTON,TOTAL,TOTAL_FEM,TOTAL_HOM,TOTAL_M75A,TOTAL_7584A,TOTAL_P85A,TOTAL_DOM,TOTAL_ETA,ANNEE_REF,CODE_CANTON
68,63024,AVEZE,Dômes Sancy Artense,Le Sancy,10,9,0,0,0,6,0,7,2018,0
69,63246,MURAT-LE-QUAIRE,Massif du Sancy,Le Sancy,0,0,0,0,0,0,0,0,2018,0
70,63440,VALBELEIX,Massif du Sancy,Le Sancy,0,0,0,0,0,0,0,0,2018,0
71,63126,LE CREST,Mond'Arverne Communauté,Les-Martres-de-Veyre,16,13,0,0,0,10,8,8,2018,0
72,63214,LES MARTRES-DE-VEYRE,Mond'Arverne Communauté,Les-Martres-de-Veyre,72,52,20,6,18,48,23,49,2018,0
73,63315,SAINT-AMANT-TALLENDE,Mond'Arverne Communauté,Les-Martres-de-Veyre,30,24,6,0,7,22,11,19,2018,0
74,63071,CEYSSAT,Dômes Sancy Artense,Orcines,12,7,0,0,0,9,9,0,2018,0
75,63074,CHALUS,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
76,63081,CHAMPETIERES,Ambert Livradois Forez,Ambert,11,8,0,0,0,8,0,7,2018,0
77,63084,CHANONAT,Mond'Arverne Communauté,Les-Martres-de-Veyre,21,16,0,0,0,15,14,7,2018,0
78,63088,LA CHAPELLE-SUR-USSON,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
79,63092,CHARBONNIERES-LES-VARENNES,Riom Limagne et Volcans,Saint-Ours,31,25,6,0,0,24,17,14,2018,0
80,63096,CHAS,Billom Communauté,Billom,0,0,0,0,0,0,0,0,2018,0
81,63102,CHATELDON,Thiers Dore et Montagne,Maringues,26,17,9,0,7,15,15,11,2018,0
82,63112,CLERLANDE,Riom Limagne et Volcans,Aigueperse,0,0,0,0,0,0,0,0,2018,0
83,63119,CONDAT-LES-MONTBOISSIER,Ambert Livradois Forez,Monts du Livradois,13,10,0,0,0,6,12,0,2018,0
84,63165,GIAT,Chavanon Combrailles et Volcans,Saint-Ours,30,24,6,0,7,18,14,16,2018,0
85,63168,GLAINE-MONTAIGUT,Billom Communauté,Billom,9,6,0,0,0,0,0,8,2018,0
86,63172,GRANDEYROLLES,Agglo Pays d'Issoire,Le Sancy,0,0,0,0,0,0,0,0,2018,0
87,63176,HEUME-L'EGLISE,Dômes Sancy Artense,Orcines,0,0,0,0,0,0,0,0,2018,0
88,63179,JOB,Ambert Livradois Forez,Ambert,22,14,8,0,0,20,0,17,2018,0
89,63185,LAMONTGIE,Agglo Pays d'Issoire,Brassac-Les-Mines,6,0,0,0,0,0,0,0,2018,0
90,63192,LA TOUR-D'AUVERGNE,Dômes Sancy Artense,Le Sancy,20,16,0,0,0,17,10,10,2018,0
91,63196,LIMONS,Plaine Limagne,Maringues,24,20,0,0,7,14,17,7,2018,0
92,63199,LUDESSE,Agglo Pays d'Issoire,Le Sancy,17,12,0,0,6,10,11,6,2018,0
93,63212,MARSAT,Riom Limagne et Volcans,Châtelguyon,9,7,0,0,0,9,0,7,2018,0
94,63215,MARTRES-SUR-MORGE,Riom Limagne et Volcans,Aigueperse,7,0,0,0,0,0,0,0,2018,0
95,63276,PESCHADOIRES,Entre Dore et Allier,Lezoux,58,44,14,0,9,45,31,27,2018,0
96,63220,MAZOIRES,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
97,63389,SAINT-QUENTIN-SUR-SAUXILLANGES,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
98,63414,SAUVIAT,Thiers Dore et Montagne,Monts du Livradois,8,6,0,0,0,0,0,0,2018,0
99,63441,VALCIVIERES,Ambert Livradois Forez,Ambert,0,0,0,0,0,0,0,0,2018,0
100,63469,VOLLORE-VILLE,Thiers Dore et Montagne,Monts du Livradois,17,8,9,0,6,10,12,0,2018,0
101,63070,CEYRAT,Clermont Auvergne Métropole,Beaumont,86,62,24,9,13,64,33,53,2018,0
102,63127,CRESTE,Agglo Pays d'Issoire,Le Sancy,0,0,0,0,0,0,0,0,2018,0
103,63148,ENNEZAT,Riom Limagne et Volcans,Aigueperse,22,14,8,0,0,16,9,13,2018,0
104,63171,GOUTTIERES,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,9,6,0,0,0,6,0,0,2018,0
105,63206,MANZAT,Combrailles Sioule et Morge,Saint-Georges-de-Mons,23,20,0,0,0,16,17,6,2018,0
106,63286,POUZOL,Combrailles Sioule et Morge,Saint-Georges-de-Mons,9,0,6,0,0,0,0,0,2018,0
107,63314,SAINT-AMANT-ROCHE-SAVINE,Ambert Livradois Forez,Monts du Livradois,18,15,0,0,0,13,10,8,2018,0
108,63347,SAINT-GENES-DU-RETZ,Plaine Limagne,Aigueperse,11,8,0,0,0,7,6,0,2018,0
109,63406,SARDON,Plaine Limagne,Aigueperse,0,0,0,0,0,0,0,0,2018,0
110,63466,VODABLE,Agglo Pays d'Issoire,Le Sancy,0,0,0,0,0,0,0,0,2018,0
111,63223,MENAT,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,20,16,0,0,6,11,13,7,2018,0
112,63229,MOISSAT,Entre Dore et Allier,Lezoux,21,18,0,0,0,14,13,8,2018,0
113,63232,MONS,Plaine Limagne,Maringues,10,6,0,0,0,8,8,0,2018,0
114,63239,MONTMORIN,Billom Communauté,Billom,13,9,0,0,6,0,8,0,2018,0
115,63245,MOZAC,Riom Limagne et Volcans,Châtelguyon,55,39,16,0,6,47,22,33,2018,0
116,63248,NEBOUZAT,Dômes Sancy Artense,Orcines,19,12,7,0,6,12,9,10,2018,0
117,63296,RAVEL,Entre Dore et Allier,Lezoux,10,7,0,0,0,7,6,0,2018,0
118,63299,RENTIERES,Agglo Pays d'Issoire,Brassac-Les-Mines,9,0,6,0,0,7,0,0,2018,0
119,63303,ROCHE-CHARLES-LA-MAYRAND,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
120,63167,GIMEAUX,Combrailles Sioule et Morge,Saint-Georges-de-Mons,0,0,0,0,0,0,0,0,2018,0
121,63170,LA GOUTELLE,Chavanon Combrailles et Volcans,Saint-Ours,21,15,6,0,0,14,13,8,2018,0
122,63174,GRANDVAL,Ambert Livradois Forez,Monts du Livradois,0,0,0,0,0,0,0,0,2018,0
123,63180,JOZE,Entre Dore et Allier,Lezoux,26,22,0,0,6,19,10,16,2018,0
124,63183,LABESSETTE,Dômes Sancy Artense,Le Sancy,6,0,0,0,0,0,0,0,2018,0
125,63184,LACHAUX,Thiers Dore et Montagne,Maringues,9,6,0,0,0,8,8,0,2018,0
126,63186,LANDOGNE,Chavanon Combrailles et Volcans,Saint-Ours,11,8,0,0,0,9,0,6,2018,0
127,63188,LAPS,Mond'Arverne Communauté,Vic-Le-Comte,6,0,0,0,0,0,0,0,2018,0
128,63194,LEMPTY,Entre Dore et Allier,Lezoux,8,0,0,0,0,0,0,0,2018,0
129,63204,MALINTRAT,Riom Limagne et Volcans,Gerzat,15,12,0,0,7,8,7,8,2018,0
130,63208,MARCILLAT,Combrailles Sioule et Morge,Saint-Georges-de-Mons,7,0,0,0,0,6,0,0,2018,0
131,63210,MARINGUES,Plaine Limagne,Maringues,45,35,10,8,10,27,24,21,2018,0
132,63211,MARSAC-EN-LIVRADOIS,Ambert Livradois Forez,Ambert,57,40,17,9,13,35,31,26,2018,0
133,63213,LES MARTRES-D'ARTIERE,Riom Limagne et Volcans,Aigueperse,28,21,7,0,12,14,17,11,2018,0
134,63216,MAUZUN,Billom Communauté,Billom,0,0,0,0,0,0,0,0,2018,0
135,63219,MAZAYE,Dômes Sancy Artense,Orcines,21,14,7,0,7,12,16,0,2018,0
136,63221,MEDEYROLLES,Ambert Livradois Forez,Ambert,9,7,0,0,0,0,0,0,2018,0
137,63222,MEILHAUD,Agglo Pays d'Issoire,Issoire,6,0,0,0,0,0,0,0,2018,0
138,63224,MENETROL,Riom Limagne et Volcans,Châtelguyon,20,15,0,0,7,11,11,9,2018,0
139,63230,LE MONESTIER,Ambert Livradois Forez,Monts du Livradois,9,0,0,0,0,6,0,6,2018,0
140,63231,LA MONNERIE-LE-MONTEL,Thiers Dore et Montagne,Thiers,63,38,25,9,17,37,36,27,2018,0
141,63234,MONTAIGUT-LE-BLANC,Agglo Pays d'Issoire,Le Sancy,11,7,0,0,0,9,7,0,2018,0
142,63238,MONTFERMY,Chavanon Combrailles et Volcans,Saint-Ours,7,6,0,0,0,7,6,0,2018,0
143,63240,MONTPENSIER,Plaine Limagne,Aigueperse,6,0,0,0,0,0,0,0,2018,0
144,63243,MOUREUILLE,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,9,0,0,0,0,0,0,0,2018,0
145,63244,CHAMBARON SUR MORGE,Riom Limagne et Volcans,Riom,28,20,8,0,11,14,12,16,2018,0
146,63247,MUROL,Massif du Sancy,Le Sancy,20,14,6,0,0,13,14,6,2018,0
147,63250,NESCHERS,Agglo Pays d'Issoire,Vic-Le-Comte,12,7,0,0,0,8,9,0,2018,0
148,63251,NEUF-EGLISE,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,11,9,0,0,0,10,0,7,2018,0
149,63254,NOHANENT,Clermont Auvergne Métropole,Cébazat,38,27,11,6,11,21,24,14,2018,0
150,63256,NOVACELLES,Ambert Livradois Forez,Ambert,9,9,0,0,0,6,0,6,2018,0
151,63258,OLLIERGUES,Ambert Livradois Forez,Monts du Livradois,28,23,0,0,8,16,15,13,2018,0
152,63259,OLLOIX,Mond'Arverne Communauté,Orcines,6,0,0,0,0,6,0,0,2018,0
153,63260,OLMET,Thiers Dore et Montagne,Monts du Livradois,0,0,0,0,0,0,0,0,2018,0
154,63262,ORCET,Mond'Arverne Communauté,Les-Martres-de-Veyre,38,30,8,6,11,21,15,23,2018,0
155,63267,PALLADUC,Thiers Dore et Montagne,Thiers,15,9,6,0,0,10,7,8,2018,0
156,63268,PARDINES,Agglo Pays d'Issoire,Issoire,0,0,0,0,0,0,0,0,2018,0
157,63271,PASLIERES,Thiers Dore et Montagne,Maringues,24,18,6,0,7,16,18,6,2018,0
158,63274,PERPEZAT,Dômes Sancy Artense,Orcines,20,16,0,0,6,11,17,0,2018,0
159,63275,PERRIER,Agglo Pays d'Issoire,Issoire,22,16,6,0,0,16,12,10,2018,0
160,63277,PESLIERES,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
161,63278,PESSAT-VILLENEUVE,Riom Limagne et Volcans,Riom,0,0,0,0,0,0,0,0,2018,0
162,63279,PICHERANDE,Massif du Sancy,Le Sancy,14,10,0,0,0,12,7,7,2018,0
163,63284,PONT-DU-CHATEAU,Clermont Auvergne Métropole,Pont-du-Château,203,152,51,28,53,122,109,94,2018,0
164,63287,LES PRADEAUX,Agglo Pays d'Issoire,Brassac-Les-Mines,9,6,0,0,0,0,7,0,2018,0
165,63289,PRONDINES,Chavanon Combrailles et Volcans,Saint-Ours,0,0,0,0,0,0,0,0,2018,0
166,63310,SAINTE-AGATHE,Thiers Dore et Montagne,Thiers,6,0,0,0,0,0,0,0,2018,0
167,63313,SAINT-ALYRE-ES-MONTAGNE,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
168,63318,SAINT-ANGEL,Combrailles Sioule et Morge,Saint-Georges-de-Mons,10,6,0,0,0,9,7,0,2018,0
169,63322,SAINT-BEAUZIRE,Riom Limagne et Volcans,Gerzat,35,27,8,0,8,25,18,17,2018,0
170,63325,SAINT-BONNET-LES-ALLIER,Billom Communauté,Billom,0,0,0,0,0,0,0,0,2018,0
171,63341,SAINT-FERREOL-DES-COTES,Ambert Livradois Forez,Ambert,13,10,0,0,0,7,0,10,2018,0
172,63345,SAINT-GENES-CHAMPANELLE,Clermont Auvergne Métropole,Beaumont,46,27,19,0,10,31,32,14,2018,0
173,63353,SAINT-GERMAIN-L'HERM,Ambert Livradois Forez,Monts du Livradois,15,11,0,0,0,11,12,0,2018,0
174,63357,SAINT-HERENT,Agglo Pays d'Issoire,Brassac-Les-Mines,6,0,0,0,0,0,0,0,2018,0
175,63331,SAINT-CLEMENT-DE-VALORGUE,Ambert Livradois Forez,Ambert,9,6,0,0,0,0,6,0,2018,0
176,63332,SAINT-CLEMENT-DE-REGNAT,Plaine Limagne,Maringues,14,11,0,0,0,9,9,0,2018,0
177,63334,SAINT-DIER-D'AUVERGNE,Billom Communauté,Billom,20,14,6,0,0,12,13,7,2018,0
178,63336,SAINT-DONAT,Dômes Sancy Artense,Le Sancy,11,9,0,0,0,8,0,7,2018,0
179,63338,SAINT-ELOY-LES-MINES,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,112,83,29,22,25,65,58,54,2018,0
180,63342,SAINT-FLORET,Agglo Pays d'Issoire,Le Sancy,8,0,0,0,0,7,7,0,2018,0
181,63348,SAINT-GENES-LA-TOURETTE,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
182,63351,SAINT-GERMAIN-PRES-HERMENT,Chavanon Combrailles et Volcans,Saint-Ours,0,0,0,0,0,0,0,0,2018,0
183,63354,SAINT-GERVAIS-D'AUVERGNE,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,36,30,6,0,11,25,18,18,2018,0
184,63355,SAINT-GERVAIS-SOUS-MEYMONT,Ambert Livradois Forez,Monts du Livradois,12,9,0,0,0,8,8,0,2018,0
185,63358,SAINT-HILAIRE-LA-CROIX,Combrailles Sioule et Morge,Saint-Georges-de-Mons,9,6,0,0,0,0,7,0,2018,0
186,63364,SAINT-JEAN-D'HEURS,Entre Dore et Allier,Lezoux,0,0,0,0,0,0,0,0,2018,0
187,63366,SAINT-JEAN-EN-VAL,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
188,63370,SAINT-JULIEN-PUY-LAVEZE,Dômes Sancy Artense,Saint-Ours,10,6,0,0,0,0,0,0,2018,0
189,63371,SAINT-JUST,Ambert Livradois Forez,Ambert,7,0,0,0,0,0,0,0,2018,0
190,63372,SAINT-LAURE,Riom Limagne et Volcans,Aigueperse,9,8,0,0,0,6,0,6,2018,0
191,63374,SAINT-MARTIN-DES-OLMES,Ambert Livradois Forez,Ambert,0,0,0,0,0,0,0,0,2018,0
192,63376,SAINT-MARTIN-D'OLLIERES,Agglo Pays d'Issoire,Brassac-Les-Mines,11,6,0,0,0,7,9,0,2018,0
193,63377,SAINT-MAURICE-PRES-PIONSAT,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,15,9,6,0,0,7,8,7,2018,0
194,63381,SAINT-OURS,Riom Limagne et Volcans,Saint-Ours,23,19,0,0,0,16,13,10,2018,0
195,63383,SAINT-PIERRE-COLAMINE,Massif du Sancy,Le Sancy,6,0,0,0,0,0,0,0,2018,0
196,63384,SAINT-PIERRE-LA-BOURLHONNE,Ambert Livradois Forez,Monts du Livradois,0,0,0,0,0,0,0,0,2018,0
197,63387,SAINT-PRIEST-BRAMEFANT,Plaine Limagne,Maringues,9,0,0,0,0,7,7,0,2018,0
198,63388,SAINT-PRIEST-DES-CHAMPS,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,22,16,6,0,7,14,14,8,2018,0
199,63390,SAINT-QUINTIN-SUR-SIOULE,Combrailles Sioule et Morge,Saint-Georges-de-Mons,12,9,0,0,0,10,8,0,2018,0
200,63392,SAINT-REMY-DE-CHARGNAT,Agglo Pays d'Issoire,Brassac-Les-Mines,9,8,0,0,0,7,0,0,2018,0
201,63393,SAINT-REMY-SUR-DUROLLE,Thiers Dore et Montagne,Thiers,56,42,14,0,12,42,37,19,2018,0
202,63395,SAINT-SANDOUX,Mond'Arverne Communauté,Orcines,11,8,0,0,0,10,6,0,2018,0
203,63396,SAINT-SATURNIN,Mond'Arverne Communauté,Orcines,20,16,0,0,10,10,16,0,2018,0
204,63397,SAINT-SAUVES-D'AUVERGNE,Dômes Sancy Artense,Le Sancy,39,27,12,0,8,27,23,16,2018,0
205,63398,SAINT-SAUVEUR-LA-SAGNE,Ambert Livradois Forez,Ambert,0,0,0,0,0,0,0,0,2018,0
206,63399,SAINT-SULPICE,Chavanon Combrailles et Volcans,Saint-Ours,0,0,0,0,0,0,0,0,2018,0
207,63401,SAINT-VICTOR-LA-RIVIERE,Massif du Sancy,Le Sancy,0,0,0,0,0,0,0,0,2018,0
208,63402,SAINT-VICTOR-MONTVIANEIX,Thiers Dore et Montagne,Thiers,9,6,0,0,0,8,0,0,2018,0
209,63404,SAINT-YVOINE,Agglo Pays d'Issoire,Issoire,11,9,0,0,0,8,7,0,2018,0
210,63407,SAULZET-LE-FROID,Mond'Arverne Communauté,Orcines,12,10,0,0,0,10,0,7,2018,0
211,63409,SAURIER,Agglo Pays d'Issoire,Le Sancy,0,0,0,0,0,0,0,0,2018,0
212,63411,SAUVAGNAT-SAINTE-MARTHE,Agglo Pays d'Issoire,Vic-Le-Comte,6,0,0,0,0,0,0,0,2018,0
213,63413,LA SAUVETAT,Mond'Arverne Communauté,Les-Martres-de-Veyre,19,15,0,0,0,12,10,9,2018,0
214,63417,SAYAT,Riom Limagne et Volcans,Cébazat,36,25,11,0,8,25,20,16,2018,0
215,63418,SERMENTIZON,Thiers Dore et Montagne,Monts du Livradois,12,10,0,0,0,8,6,6,2018,0
216,63420,SEYCHALLES,Entre Dore et Allier,Lezoux,19,15,0,0,0,11,12,7,2018,0
217,63421,SINGLES,Dômes Sancy Artense,Le Sancy,12,6,6,0,0,6,6,6,2018,0
218,63423,SUGERES,Agglo Pays d'Issoire,Brassac-Les-Mines,9,0,6,0,0,0,0,6,2018,0
219,63424,SURAT,Riom Limagne et Volcans,Aigueperse,15,10,0,0,0,11,11,0,2018,0
220,63426,TAUVES,Dômes Sancy Artense,Le Sancy,37,20,17,0,14,22,21,16,2018,0
221,63429,TERNANT-LES-EAUX,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
222,63431,THIOLIERES,Ambert Livradois Forez,Ambert,0,0,0,0,0,0,0,0,2018,0
223,63433,TORTEBESSE,Chavanon Combrailles et Volcans,Saint-Ours,0,0,0,0,0,0,0,0,2018,0
224,63436,TRALAIGUES,Chavanon Combrailles et Volcans,Saint-Ours,0,0,0,0,0,0,0,0,2018,0
225,63437,TREMOUILLE-SAINT-LOUP,Dômes Sancy Artense,Le Sancy,0,0,0,0,0,0,0,0,2018,0
226,63439,USSON,Agglo Pays d'Issoire,Brassac-Les-Mines,6,6,0,0,0,0,0,0,2018,0
227,63443,VARENNES-SUR-MORGE,Riom Limagne et Volcans,Aigueperse,6,0,0,0,0,0,0,0,2018,0
228,63445,VASSEL,Billom Communauté,Billom,8,0,0,0,0,0,0,0,2018,0
229,63447,VERGHEAS,Pays de Saint-Eloy,Saint-Eloy-Les-Mines,9,7,0,0,0,6,8,0,2018,0
230,63448,VERNET-LA-VARENNE,Agglo Pays d'Issoire,Brassac-Les-Mines,0,0,0,0,0,0,0,0,2018,0
231,63450,VERNEUGHEOL,Chavanon Combrailles et Volcans,Saint-Ours,14,13,0,0,0,9,9,0,2018,0
232,63452,VERRIERES,Agglo Pays d'Issoire,Le Sancy,0,0,0,0,0,0,0,0,2018,0
233,63455,VEYRE-MONTON,Mond'Arverne Communauté,Les-Martres-de-Veyre,41,32,9,0,14,24,24,17,2018,0
234,63457,VIC-LE-COMTE,Mond'Arverne Communauté,Vic-Le-Comte,94,64,30,0,18,71,53,41,2018,0
